Gene,Non-unique Gene name,Annotation,Gardnerella_greenwoodii_00703Dmash,Gardnerella_greenwoodii_101,Gardnerella_greenwoodii_c31Ua_26,Gardnerella_greenwoodii_UMB1686,Gardnerella_leopoldii_Ugent_06.41,Gardnerella_leopoldii_UMB0682,Gardnerella_leopoldii_UMB0742,Gardnerella_leopoldii_UMB0913,Gardnerella_leopoldii_UMB1489,Gardnerella_pickettii_00703Bmash,Gardnerella_pickettii_00703C2mash,Gardnerella_pickettii_c17Ua_112,Gardnerella_pickettii_GED7275B,Gardnerella_pickettii_JCP7659,Gardnerella_pickettii_JCP7719,Gardnerella_pickettii_JCP8017A,Gardnerella_pickettii_JCP8017B,Gardnerella_pickettii_UMB0830,Gardnerella_pickettii_UMB0833,Gardnerella_pickettii_UMB9259,Gardnerella_piotii_GH007,Gardnerella_piotii_GH020,Gardnerella_piotii_JNFY15,Gardnerella_piotii_UGent_18.01,Gardnerella_swidsinskii_GS_9838-1,Gardnerella_swidsinskii_GV37,Gardnerella_swidsinskii_JNFY3,Gardnerella_swidsinskii_UMB0170,Gardnerella_swidsinskii_UMB0264,Gardnerella_swidsinskii_UMB0411,Gardnerella_swidsinskii_UMB1698,Gardnerella_vaginalis_0288E,Gardnerella_vaginalis_1400E,Gardnerella_vaginalis_1500E,Gardnerella_vaginalis_284V,Gardnerella_vaginalis_315-A,Gardnerella_vaginalis_55152,Gardnerella_vaginalis_6119V5,Gardnerella_vaginalis_75712,Gardnerella_vaginalis_ATCC_14018-2,Gardnerella_vaginalis_ATCC_14018-3,Gardnerella_vaginalis_ATCC_14018,Gardnerella_vaginalis_ATCC_14019,Gardnerella_vaginalis_HMP9231
mafI,;mafI,Phage protein;MafI family immunity protein;hypothetical protein,,,HJJLOO_00395,EPDCMN_02110,GPKCOC_02680,IHLOPM_02190,CLAOCJ_02340,,,KPEAED_03875;KPEAED_03870,ELBENF_01005;ELBENF_01010,LGGJCL_02880;LGGJCL_02875,DIAHAC_04730,IBBMBI_00825;IBBMBI_00820,EIINPM_00430;EIINPM_00435,EHJGFL_02905;EHJGFL_02900,IKLBLD_06585;IKLBLD_06590,LFGIBF_02920;LFGIBF_02925,BMHCBD_01285;BMHCBD_01290,,,,,,AJAHNJ_02345,,,GPDHPC_00555,JCPCII_02190,,,PHLMCF_05590,PKBKFP_04865,,ANPMBA_02580,BAFCMA_00985;BAFCMA_00990,,,HJLJNF_04860;HJLJNF_04865,BAJPIG_04380;BAJPIG_04385,APGEGG_04805;APGEGG_04800,NEBDOP_02630;NEBDOP_02635,MGPBOF_03310;MGPBOF_03315,
group_1408,,Addiction module antitoxin RelB/DinJ family protein,KJLOJH_03570,LNJOGA_02220,HJJLOO_01345,EPDCMN_03060,,IHLOPM_03285,CLAOCJ_03355,GHNAGB_02490,,KPEAED_05730,ELBENF_01435,LGGJCL_03295,DIAHAC_00270,IBBMBI_05920,EIINPM_05125,EHJGFL_04150,IKLBLD_03280,LFGIBF_02550,BMHCBD_01745,,HIANCF_01695,PHGDKJ_02585,,LEAIBD_02535,,PKJNEJ_02975,AMDBBD_05760,,,,PCCNPO_02160,,PKBKFP_00040,,,BAFCMA_05160,BLBGDF_02065,EHBDBJ_02375,,,,,,
group_1215,,DUF3791 domain-containing protein,,,,,,,,,,KPEAED_05920,ELBENF_01260,LGGJCL_03090,DIAHAC_00070,IBBMBI_02155,EIINPM_00270,EHJGFL_02550,IKLBLD_03570,,BMHCBD_01490,HEOCGC_06060,,,,,AJAHNJ_05210,PKJNEJ_03825,AMDBBD_00190,GPDHPC_00965,JCPCII_03130,NBEOAO_01365,PCCNPO_05780,PHLMCF_06325,PKBKFP_04610,,ANPMBA_02320,,BLBGDF_03520,,HJLJNF_05135,BAJPIG_04650,APGEGG_02320,NEBDOP_02360,MGPBOF_03030,DFCAKE_04605
group_778,,Alpha/beta hydrolase;AB hydrolase-1 domain-containing protein,,,,,,,,,,KPEAED_02025,ELBENF_04765,LGGJCL_01765,DIAHAC_05835,IBBMBI_03835,EIINPM_03450,EHJGFL_03080,IKLBLD_01915,LFGIBF_04025,BMHCBD_00175,HEOCGC_03020,HIANCF_00235,PHGDKJ_04025,LJKDMD_00635,LEAIBD_03940,,,,,28_refound_171_pseudo,,,PHLMCF_05680,PKBKFP_04755,,ANPMBA_02490,BAFCMA_01080,BLBGDF_03360,,HJLJNF_04960,BAJPIG_04475,APGEGG_04710,NEBDOP_02540,MGPBOF_03220,DFCAKE_04435
xRE,;xRE,DNA-binding helix-turn-helix protein;DNA-binding transcriptional regulator XRE-family HTH domain,,,,,,,,,,KPEAED_02695,ELBENF_04150,LGGJCL_02410,DIAHAC_05190,IBBMBI_00285,EIINPM_00885,EHJGFL_06540,IKLBLD_00535,LFGIBF_03415,BMHCBD_00805,HEOCGC_03835,HIANCF_00870,PHGDKJ_03400,LJKDMD_00045,LEAIBD_03340,,,,,,,,PHLMCF_03245,PKBKFP_01380,PIBPLO_03730,ANPMBA_00405,BAFCMA_02860,BLBGDF_04515,,HJLJNF_04330,BAJPIG_03850,APGEGG_05335,NEBDOP_03165,MGPBOF_03855,DFCAKE_03865
group_2387,ybaK,Cys-tRNA(Pro) deacylase,,,,,,,,,,KPEAED_00360,ELBENF_02980,LGGJCL_00385,DIAHAC_01790,IBBMBI_03110,EIINPM_05065,EHJGFL_05855,IKLBLD_05780,LFGIBF_05515,BMHCBD_05370,HEOCGC_05500,HIANCF_05040,PHGDKJ_05465,LJKDMD_02135,LEAIBD_05350,,,,,,,,PHLMCF_03500,PKBKFP_04990,,ANPMBA_03085,BAFCMA_05695,BLBGDF_02500,,HJLJNF_02350,BAJPIG_02005,APGEGG_06535,NEBDOP_05010,MGPBOF_05750,DFCAKE_01795
group_2386,thiN,thiamine diphosphokinase,,,,,,,,,,KPEAED_00370,ELBENF_02960,LGGJCL_00395,DIAHAC_01800,IBBMBI_03090,EIINPM_05075,EHJGFL_05845,IKLBLD_05790,LFGIBF_05505,BMHCBD_05350,HEOCGC_05510,HIANCF_05050,PHGDKJ_05455,LJKDMD_02125,LEAIBD_05340,,,,,,,,PHLMCF_03510,PKBKFP_05000,,ANPMBA_03075,BAFCMA_05685,BLBGDF_02490,,HJLJNF_02360,BAJPIG_02015,APGEGG_06545,NEBDOP_05000,MGPBOF_05740,DFCAKE_01805
group_2380,rimI,ribosomal protein S18-alanine N-acetyltransferase,,,,,,,,,,KPEAED_02865,ELBENF_03985,LGGJCL_02570,DIAHAC_05030,IBBMBI_00115,EIINPM_00720,EHJGFL_06370,IKLBLD_00705,LFGIBF_03245,BMHCBD_00970,HEOCGC_04005,HIANCF_01040,PHGDKJ_03230,LJKDMD_05965,LEAIBD_03175,,,,,,,,PHLMCF_03400,PKBKFP_01225,,ANPMBA_00560,BAFCMA_03015,BLBGDF_04680,,HJLJNF_04485,BAJPIG_04005,APGEGG_05180,NEBDOP_03010,MGPBOF_03695,DFCAKE_04025
group_2372,,ErfK/YbiS/YcfS/YnhG;LD-transpeptidase catalytic domain-containing protein,,,,,,,,,,KPEAED_01400,ELBENF_03265,LGGJCL_02740,DIAHAC_04865,IBBMBI_05340,EIINPM_00550,EHJGFL_02295,IKLBLD_05975,LFGIBF_03075,BMHCBD_01140,HEOCGC_04175,HIANCF_01220,PHGDKJ_03055,LJKDMD_05795,LEAIBD_03005,,,,,,,,PHLMCF_05445,PKBKFP_03400,,ANPMBA_00735,BAFCMA_03190,BLBGDF_03025,,HJLJNF_04660,BAJPIG_04180,APGEGG_05005,NEBDOP_02835,MGPBOF_03520,DFCAKE_04195
ppnN,ppnN;,Nucleotide monophosphate nucleosidase PpnN/YdgH Lonely Guy (LOG) family;hypothetical protein;Cytokinin riboside 5'-monophosphate phosphoribohydrolase,,,,,,,,,,KPEAED_01665,ELBENF_03545,LGGJCL_01415,DIAHAC_00625,IBBMBI_04940,EIINPM_06270,EHJGFL_04255,IKLBLD_05330,LFGIBF_04385,BMHCBD_04245,HEOCGC_00510,HIANCF_06080;HIANCF_06075,PHGDKJ_04440,LJKDMD_00985,LEAIBD_04325,,,,,,,,PHLMCF_04395,PKBKFP_03545,,ANPMBA_03350,BAFCMA_01955,BLBGDF_05715,,HJLJNF_03390,BAJPIG_02915,APGEGG_03220,NEBDOP_04100,MGPBOF_04815,DFCAKE_02960
group_2343,sufC,Fe-S cluster assembly ATPase SufC,,,,,,,,,,KPEAED_05285,ELBENF_01850,LGGJCL_03725,DIAHAC_02295,IBBMBI_02000,EIINPM_04335,EHJGFL_05440,IKLBLD_00370,LFGIBF_02125,BMHCBD_06030,HEOCGC_00935,HIANCF_02190,PHGDKJ_02085,LJKDMD_04930,LEAIBD_02045,,,,,,,,PHLMCF_03715,PKBKFP_05210,,ANPMBA_04050,BAFCMA_05490,BLBGDF_02285,,HJLJNF_02570,BAJPIG_02220,APGEGG_05970,NEBDOP_04795,MGPBOF_05535,DFCAKE_02010
group_2325,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,,,,,,,,,,KPEAED_00835,ELBENF_02200,LGGJCL_01140,DIAHAC_00900,IBBMBI_02695,EIINPM_03885,EHJGFL_04860,IKLBLD_05435,LFGIBF_04745,BMHCBD_04595,HEOCGC_04695,HIANCF_05795,PHGDKJ_04725,LJKDMD_01410,LEAIBD_04605,,,,,,,,PHLMCF_06505,PKBKFP_04395,,ANPMBA_02150,BAFCMA_03865,BLBGDF_03695,,HJLJNF_05310,BAJPIG_04825,APGEGG_00175,NEBDOP_02185,MGPBOF_02850,DFCAKE_04775
fabG,fabG,SDR family oxidoreductase,,,,,,,,,,KPEAED_01345,ELBENF_03320,LGGJCL_02795,DIAHAC_04810,IBBMBI_05285,EIINPM_00495,EHJGFL_02240,IKLBLD_06030,LFGIBF_03020,BMHCBD_01195,HEOCGC_04230,HIANCF_01275,PHGDKJ_03000,LJKDMD_05740,LEAIBD_02950,,,,,,,,PHLMCF_05385,PKBKFP_03460,,ANPMBA_00795,BAFCMA_03250,BLBGDF_03085,,HJLJNF_04720,BAJPIG_04240,APGEGG_04945,NEBDOP_02775,MGPBOF_03460,DFCAKE_04255
group_2317,uppS,isoprenyl transferase,,,,,,,,,,KPEAED_01175,ELBENF_02535,LGGJCL_00800,DIAHAC_01240,IBBMBI_00580,EIINPM_02750,EHJGFL_00120,IKLBLD_06260,LFGIBF_05085,BMHCBD_04935,HEOCGC_04355,HIANCF_05455,PHGDKJ_05055,LJKDMD_01740,LEAIBD_04935,,,,,,,,PHLMCF_02240,PKBKFP_04060,,ANPMBA_01820,BAFCMA_04195,BLBGDF_04100,,HJLJNF_05645,BAJPIG_05155,APGEGG_00510,NEBDOP_01850,MGPBOF_02510,DFCAKE_05110
group_2315,lacI;purR,Transcriptional regulator LacI family;DNA-binding transcriptional regulator LacI/PurR family,,,,,,,,,,KPEAED_01355,ELBENF_03310,LGGJCL_02785,DIAHAC_04820,IBBMBI_05295,EIINPM_00505,EHJGFL_02250,IKLBLD_06020,LFGIBF_03030,BMHCBD_01185,HEOCGC_04220,HIANCF_01265,PHGDKJ_03010,LJKDMD_05750,LEAIBD_02960,,,,,,,,PHLMCF_05395,PKBKFP_03450,,ANPMBA_00785,BAFCMA_03240,BLBGDF_03075,,HJLJNF_04710,BAJPIG_04230,APGEGG_04955,NEBDOP_02785,MGPBOF_03470,DFCAKE_04245
group_2313,,DUF488 domain-containing protein,,,,,,,,,,KPEAED_01410,ELBENF_03255,LGGJCL_02730,DIAHAC_04875,IBBMBI_05350,EIINPM_00560,EHJGFL_02305,IKLBLD_05965,LFGIBF_03085,BMHCBD_01130,HEOCGC_04165,HIANCF_01210,PHGDKJ_03065,LJKDMD_05805,LEAIBD_03015,,,,,,,,PHLMCF_05455,PKBKFP_03390,,ANPMBA_00725,BAFCMA_03180,BLBGDF_03015,,HJLJNF_04650,BAJPIG_04170,APGEGG_05015,NEBDOP_02845,MGPBOF_03530,DFCAKE_04185
rsmE,rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase,,,,,,,,,,KPEAED_01675,ELBENF_03535,LGGJCL_01425,DIAHAC_00615,IBBMBI_04950,EIINPM_06280,EHJGFL_04265,IKLBLD_05320,LFGIBF_04395,BMHCBD_04235,HEOCGC_00520,HIANCF_06090,PHGDKJ_04430,LJKDMD_00975,LEAIBD_04315,,,,,,,,PHLMCF_04405,PKBKFP_03535,,ANPMBA_03340,BAFCMA_01965,BLBGDF_05705,,HJLJNF_03400,BAJPIG_02925,APGEGG_03210,NEBDOP_04090,MGPBOF_04805,DFCAKE_02970
gltD,gltD;,NADPH-dependent glutamate synthase beta chain or related oxidoreductase;Ferredoxin/ferredoxin-NADP reductase,,,,,,,,,,KPEAED_03430,ELBENF_00825,LGGJCL_05530,DIAHAC_02970,IBBMBI_05025,EIINPM_01205,EHJGFL_05015,IKLBLD_00925,LFGIBF_00160,BMHCBD_02405,HEOCGC_03630,HIANCF_04100,PHGDKJ_00190,LJKDMD_03060,LEAIBD_00180,,,,,,,,PHLMCF_01415,PKBKFP_02215,,ANPMBA_04825,BAFCMA_06195,BLBGDF_00285,,HJLJNF_00645,BAJPIG_00215,APGEGG_02020,NEBDOP_00185,MGPBOF_00825,DFCAKE_00190
sseB,sseB,SseB protein N-terminal domain-containing protein,,,,,,,,,,KPEAED_01115,ELBENF_02475,LGGJCL_00860,DIAHAC_01180,IBBMBI_00640,EIINPM_02690,EHJGFL_00060,IKLBLD_06320,LFGIBF_05025,BMHCBD_04875,HEOCGC_04415,HIANCF_05515,PHGDKJ_04995,LJKDMD_01680,LEAIBD_04875,,,,,,,,PHLMCF_02180,PKBKFP_04115,,ANPMBA_01880,BAFCMA_04135,BLBGDF_04040,,HJLJNF_05585,BAJPIG_05095,APGEGG_00450,NEBDOP_01910,MGPBOF_02570,DFCAKE_05050
gnd,gnd,decarboxylating 6-phosphogluconate dehydrogenase,,,,,,,,,,KPEAED_06265,ELBENF_00035,LGGJCL_06025,DIAHAC_00380,IBBMBI_05530,EIINPM_04865,EHJGFL_04295,IKLBLD_04580,LFGIBF_05895,BMHCBD_06105,HEOCGC_05275,HIANCF_04640,PHGDKJ_05855,LJKDMD_02535,LEAIBD_06055,,,,,,,,PHLMCF_06290,PKBKFP_02265,,ANPMBA_02630,BAFCMA_01590,BLBGDF_06405,,HJLJNF_00425,BAJPIG_06170,APGEGG_05400,NEBDOP_00830,MGPBOF_01475,DFCAKE_06125
gntK,gntK,Gluconate kinase,,,,,,,,,,KPEAED_06255,ELBENF_00045,LGGJCL_06015,DIAHAC_00370,IBBMBI_05540,EIINPM_04875,EHJGFL_04305,IKLBLD_04570,LFGIBF_05905,BMHCBD_06115,HEOCGC_05265,HIANCF_04630,PHGDKJ_05865,LJKDMD_02545,LEAIBD_06045,,,,,,,,PHLMCF_06280,PKBKFP_02275,,ANPMBA_02640,BAFCMA_01580,BLBGDF_06395,,HJLJNF_00415,BAJPIG_06180,APGEGG_05410,NEBDOP_00820,MGPBOF_01465,DFCAKE_06135
group_2290,,Calcineurin-like phosphoesterase domain-containing protein,,,,,,,,,,KPEAED_04380,ELBENF_05895,LGGJCL_04595,DIAHAC_03905,IBBMBI_02945,EIINPM_05280,EHJGFL_04075,IKLBLD_00500,LFGIBF_01145,BMHCBD_03375,HEOCGC_01895,HIANCF_03170,PHGDKJ_01115,LJKDMD_03980,LEAIBD_01090,,,,,,,,PHLMCF_06710,PKBKFP_02730,,ANPMBA_00940,BAFCMA_05075,BLBGDF_02675,,HJLJNF_06515,BAJPIG_06025,APGEGG_06245,NEBDOP_00975,MGPBOF_01630,DFCAKE_05975
group_2283,ecfT,ECF-type transporter transmembrane protein EcfT,,,,,,,,,,KPEAED_00840,ELBENF_02205,LGGJCL_01135,DIAHAC_00905,IBBMBI_02690,EIINPM_03890,EHJGFL_04865,IKLBLD_05430,LFGIBF_04750,BMHCBD_04600,HEOCGC_04690,HIANCF_05790,PHGDKJ_04730,LJKDMD_01415,LEAIBD_04610,,,,,,,,PHLMCF_06510,PKBKFP_04390,,ANPMBA_02145,BAFCMA_03870,BLBGDF_03700,,HJLJNF_05315,BAJPIG_04830,APGEGG_00180,NEBDOP_02180,MGPBOF_02845,DFCAKE_04780
group_2281,,ABC-type transport system for lipoprotein release permease component;Efflux ABC transporter permease protein,,,,,,,,,,KPEAED_01985,ELBENF_04805,LGGJCL_01725,DIAHAC_05875,IBBMBI_03795,EIINPM_03490,EHJGFL_03040,IKLBLD_01955,LFGIBF_04065,BMHCBD_00135,HEOCGC_03060,HIANCF_00190,PHGDKJ_04065,LJKDMD_00675,LEAIBD_03980,,,,,,,,PHLMCF_04745,PKBKFP_06645,,ANPMBA_04435,BAFCMA_02300,BLBGDF_01620,,HJLJNF_03735,BAJPIG_03285,APGEGG_02845,NEBDOP_03730,MGPBOF_04420,DFCAKE_03325
group_2279,tctB,Tripartite tricarboxylate transporter TctB family protein,,,,,,,,,,KPEAED_01975,ELBENF_04815,LGGJCL_01715,DIAHAC_05885,IBBMBI_03785,EIINPM_03500,EHJGFL_03030,IKLBLD_01965,LFGIBF_04075,BMHCBD_00125,HEOCGC_03070,HIANCF_00160,PHGDKJ_04095,LJKDMD_00690,LEAIBD_04005,,,,,,,,PHLMCF_04735,PKBKFP_06655,,ANPMBA_04425,BAFCMA_02290,BLBGDF_01630,,HJLJNF_03725,BAJPIG_03275,APGEGG_02855,NEBDOP_03740,MGPBOF_04430,DFCAKE_03315
perM,perM;,putative PurR-regulated permease PerM;ATP synthase F0 A subunit,,,,,,,,,,KPEAED_00405,ELBENF_02925,LGGJCL_00430,DIAHAC_01835,IBBMBI_03055,EIINPM_01430,EHJGFL_02840,IKLBLD_04325,LFGIBF_05470,BMHCBD_05315,HEOCGC_05545,HIANCF_05085,PHGDKJ_05420,LJKDMD_02090,LEAIBD_05305,,,,,,,,PHLMCF_02610,PKBKFP_05390,,ANPMBA_01450,BAFCMA_04560,BLBGDF_06635,,HJLJNF_06005,BAJPIG_05525,APGEGG_00885,NEBDOP_01475,MGPBOF_02135,DFCAKE_05470
group_2268,def,Peptide deformylase,,,,,,,,,,KPEAED_00395,ELBENF_02935,LGGJCL_00420,DIAHAC_01825,IBBMBI_03065,EIINPM_01440,EHJGFL_02830,IKLBLD_04315,LFGIBF_05480,BMHCBD_05325,HEOCGC_05535,HIANCF_05075,PHGDKJ_05430,LJKDMD_02100,LEAIBD_05315,,,,,,,,PHLMCF_02620,PKBKFP_05400,,ANPMBA_01440,BAFCMA_04570,BLBGDF_06625,,HJLJNF_06015,BAJPIG_05535,APGEGG_00895,NEBDOP_01465,MGPBOF_02125,DFCAKE_05480
yadS,yadS,Uncharacterized membrane protein YeiH,,,,,,,,,,KPEAED_01490,ELBENF_03170,LGGJCL_02650,DIAHAC_04955,IBBMBI_05430,EIINPM_00640,EHJGFL_02385,IKLBLD_05885,LFGIBF_03165,BMHCBD_01050,HEOCGC_04085,HIANCF_01120,PHGDKJ_03150,LJKDMD_05885,LEAIBD_03095,,,,,,,,PHLMCF_05535,PKBKFP_03310,,ANPMBA_00645,BAFCMA_03100,BLBGDF_02930,,HJLJNF_04570,BAJPIG_04090,APGEGG_05095,NEBDOP_02925,MGPBOF_03610,DFCAKE_04105
group_2251,argG,argininosuccinate synthase,,,,,,,,,,KPEAED_05820,ELBENF_01360,LGGJCL_03190,DIAHAC_00170,IBBMBI_00975,EIINPM_00170,EHJGFL_02655,IKLBLD_03470,LFGIBF_02660,BMHCBD_01590,HEOCGC_06160,HIANCF_01585,PHGDKJ_02695,LJKDMD_05435,LEAIBD_02645,,,,,,,,PHLMCF_06430,PKBKFP_04475,,ANPMBA_02220,BAFCMA_03520,BLBGDF_03620,,HJLJNF_05240,BAJPIG_04755,APGEGG_00100,NEBDOP_02255,MGPBOF_02925,DFCAKE_04705
group_2250,,Thiamine-binding protein domain-containing protein,,,,,,,,,,KPEAED_01165,ELBENF_02525,LGGJCL_00810,DIAHAC_01230,IBBMBI_00590,EIINPM_02740,EHJGFL_00110,IKLBLD_06270,LFGIBF_05075,BMHCBD_04925,HEOCGC_04365,HIANCF_05465,PHGDKJ_05045,LJKDMD_01730,LEAIBD_04925,,,,,,,,PHLMCF_02230,PKBKFP_04065,,ANPMBA_01830,BAFCMA_04185,BLBGDF_04090,,HJLJNF_05635,BAJPIG_05145,APGEGG_00500,NEBDOP_01860,MGPBOF_02520,DFCAKE_05100
group_2249,dusB,tRNA dihydrouridine synthase DusB,,,,,,,,,,KPEAED_01155,ELBENF_02515,LGGJCL_00820,DIAHAC_01220,IBBMBI_00600,EIINPM_02730,EHJGFL_00100,IKLBLD_06280,LFGIBF_05065,BMHCBD_04915,HEOCGC_04375,HIANCF_05475,PHGDKJ_05035,LJKDMD_01720,LEAIBD_04915,,,,,,,,PHLMCF_02220,PKBKFP_04075,,ANPMBA_01840,BAFCMA_04175,BLBGDF_04080,,HJLJNF_05625,BAJPIG_05135,APGEGG_00490,NEBDOP_01870,MGPBOF_02530,DFCAKE_05090
group_2239,ykoE,ABC-type thiamine/hydroxymethylpyrimidine transport system permease component,,,,,,,,,,KPEAED_00850,ELBENF_02215,LGGJCL_01125,DIAHAC_00915,IBBMBI_02680,EIINPM_03900,EHJGFL_04875,IKLBLD_05420,LFGIBF_04760,BMHCBD_04610,HEOCGC_04680,HIANCF_05780,PHGDKJ_04740,LJKDMD_01425,LEAIBD_04620,,,,,,,,PHLMCF_06520,PKBKFP_04380,,ANPMBA_02135,BAFCMA_03880,BLBGDF_03710,,HJLJNF_05325,BAJPIG_04840,APGEGG_00190,NEBDOP_02170,MGPBOF_02835,DFCAKE_04790
pEBP,pEBP,Uncharacterized conserved protein phosphatidylethanolamine-binding protein (PEBP) family,,,,,,,,,,KPEAED_06160,ELBENF_00145,LGGJCL_05920,DIAHAC_02785,IBBMBI_02785,EIINPM_04970,EHJGFL_01365,IKLBLD_03010,LFGIBF_06000,BMHCBD_06210,HEOCGC_05170,HIANCF_04540,PHGDKJ_05960,LJKDMD_02640,LEAIBD_05950,,,,,,,,PHLMCF_06175,PKBKFP_02375,,ANPMBA_02735,BAFCMA_01485,BLBGDF_06295,,HJLJNF_00320,BAJPIG_06285,APGEGG_05515,NEBDOP_00715,MGPBOF_01355,DFCAKE_06235
group_2187,rpsT,30S ribosomal protein S20,,,,,,,,,,KPEAED_01960,ELBENF_04830,LGGJCL_01700,DIAHAC_05900,IBBMBI_03770,EIINPM_03515,EHJGFL_03015,IKLBLD_01980,LFGIBF_04090,BMHCBD_00110,HEOCGC_03085,HIANCF_00145,PHGDKJ_04110,LJKDMD_00705,LEAIBD_04020,,,,,,,,PHLMCF_04720,PKBKFP_06670,,ANPMBA_04410,BAFCMA_02275,BLBGDF_01645,,HJLJNF_03710,BAJPIG_03260,APGEGG_02870,NEBDOP_03755,MGPBOF_04450,DFCAKE_03300
group_2184,ddpA,ABC-type transport system periplasmic component,,,,,,,,,,KPEAED_06220,ELBENF_00080,LGGJCL_05980,DIAHAC_00335,IBBMBI_05575,EIINPM_04910,EHJGFL_04340,IKLBLD_04535,LFGIBF_05940,BMHCBD_06150,HEOCGC_05230,HIANCF_04600,PHGDKJ_05895,LJKDMD_02580,LEAIBD_06010,,,,,,,,PHLMCF_06240,PKBKFP_02310,,ANPMBA_02675,BAFCMA_01545,BLBGDF_06360,,HJLJNF_00380,BAJPIG_06215,APGEGG_05445,NEBDOP_00785,MGPBOF_01425,DFCAKE_06170
group_2166,,putative nucleic acid-binding protein contains Zn-ribbon domain (includes truncated derivatives);Zn-ribbon-containing RNA-binding protein;DUF721 domain-containing protein,,,,,,,,,,KPEAED_03265,ELBENF_00660,LGGJCL_05345,DIAHAC_03155,IBBMBI_04540,EIINPM_00100,EHJGFL_00585,IKLBLD_01100,LFGIBF_00335,BMHCBD_02590,HEOCGC_03450,HIANCF_03925,PHGDKJ_00365,LJKDMD_03230,LEAIBD_00350,,,,,,,,PHLMCF_01250,PKBKFP_00630,,ANPMBA_04990,BAFCMA_06025,BLBGDF_00455,,HJLJNF_00810,BAJPIG_00380,APGEGG_01855,NEBDOP_00020,MGPBOF_00650,DFCAKE_00025
group_2161,yraN,YraN family protein;putative endonuclease distantly related to archaeal Holliday junction resolvase YraN/UPF0102 family,,,,,,,,,,KPEAED_00870,ELBENF_02235,LGGJCL_01105,DIAHAC_00935,IBBMBI_02660,EIINPM_03920,EHJGFL_04895,IKLBLD_05400,LFGIBF_04780,BMHCBD_04630,HEOCGC_04660,HIANCF_05760,PHGDKJ_04760,LJKDMD_01445,LEAIBD_04640,,,,,,,,PHLMCF_06540,PKBKFP_04360,,ANPMBA_02115,BAFCMA_03900,BLBGDF_03730,,HJLJNF_05345,BAJPIG_04860,APGEGG_00210,NEBDOP_02150,MGPBOF_02815,DFCAKE_04810
group_2160,,ABC transporter permease,,,,,,,,,,KPEAED_00860,ELBENF_02225,LGGJCL_01115,DIAHAC_00925,IBBMBI_02670,EIINPM_03910,EHJGFL_04885,IKLBLD_05410,LFGIBF_04770,BMHCBD_04620,HEOCGC_04670,HIANCF_05770,PHGDKJ_04750,LJKDMD_01435,LEAIBD_04630,,,,,,,,PHLMCF_06530,PKBKFP_04370,,ANPMBA_02125,BAFCMA_03890,BLBGDF_03720,,HJLJNF_05335,BAJPIG_04850,APGEGG_00200,NEBDOP_02160,MGPBOF_02825,DFCAKE_04800
pepP,pepP;,Xaa-Pro aminopeptidase,,,,,,,,,,KPEAED_00325,ELBENF_03015,LGGJCL_00350,DIAHAC_01755,IBBMBI_03155,EIINPM_05030,EHJGFL_05890,IKLBLD_05745,LFGIBF_05550,BMHCBD_05410,HEOCGC_05465,HIANCF_04995,PHGDKJ_05505,LJKDMD_02180,LEAIBD_05390,,,,,,,,PHLMCF_01905,PKBKFP_03630,,ANPMBA_03185,BAFCMA_00855,BLBGDF_05035,,HJLJNF_02275,BAJPIG_01905,APGEGG_06490,NEBDOP_05110,MGPBOF_05850,DFCAKE_01695
group_2066,tauA,ABC-type nitrate/sulfonate/bicarbonate transport system periplasmic component,,,,,,,,,,KPEAED_01185,ELBENF_02545,LGGJCL_00790,DIAHAC_01250,IBBMBI_00570,EIINPM_02760,EHJGFL_00130,IKLBLD_06250,LFGIBF_05095,BMHCBD_04945,HEOCGC_05905,HIANCF_05445,PHGDKJ_05065,LJKDMD_01750,LEAIBD_04945,,,,,,,,PHLMCF_02250,PKBKFP_04050,,ANPMBA_01810,BAFCMA_04205,BLBGDF_04110,,HJLJNF_05655,BAJPIG_05165,APGEGG_00520,NEBDOP_01840,MGPBOF_02500,DFCAKE_05120
group_2029,dppC,ABC-type dipeptide/oligopeptide/nickel transport system permease component,,,,,,,,,,KPEAED_06210,ELBENF_00090,LGGJCL_05970,DIAHAC_00325,IBBMBI_05585,EIINPM_04920,EHJGFL_04350,IKLBLD_04525,LFGIBF_05950,BMHCBD_06160,HEOCGC_05220,HIANCF_04590,PHGDKJ_05905,LJKDMD_02590,LEAIBD_06000,,,,,,,,PHLMCF_06230,PKBKFP_02320,,ANPMBA_02685,BAFCMA_01535,BLBGDF_06350,,HJLJNF_00370,BAJPIG_06225,APGEGG_05455,NEBDOP_00775,MGPBOF_01415,DFCAKE_06180
group_2005,;typA,hypothetical protein;translational GTPase TypA,,,,,,,,,,KPEAED_05290,ELBENF_01845,LGGJCL_03720,DIAHAC_02300,IBBMBI_00005,EIINPM_04340,EHJGFL_05445,IKLBLD_00375,LFGIBF_02130,BMHCBD_06035,HEOCGC_00930,HIANCF_02185,PHGDKJ_02090,LJKDMD_04935,LEAIBD_02050,,,,,,,,PHLMCF_03720,PKBKFP_05215,,ANPMBA_04045,BAFCMA_05485,BLBGDF_02280,,HJLJNF_02575,BAJPIG_02225,APGEGG_05975,NEBDOP_04790,MGPBOF_05530,DFCAKE_02015
